AT1G08910.1	A0A0A7EPL0-2
AT2G32700.6	O48847-3
AT2G32700.7	O48847-2
AT2G32680.1	O48849
AT3G20600.1	O48915
AT4G33030.1	O48917
AT4G32410.1	O48946
AT4G39350.1	O48947
AT3G45780.1	O48963
AT3G45780.2	O48963
AT3G14310.1	O49006
AT1G77140.1	O49048
AT1G80740.1	O49139-1
AT4G39940.1	O49196
AT4G11010.1	O49203
AT1G69490.1	O49255
AT2G33070.1	O49326-1
AT2G33070.2	O49326-1
AT2G33070.3	O49326-2
AT2G30740.1	O49339
AT2G30740.10	O49339
AT2G30740.11	O49339
AT2G30740.12	O49339
AT2G30740.13	O49339
AT2G30740.14	O49339
AT2G30740.15	O49339
AT2G30740.2	O49339
AT2G30740.3	O49339
AT2G30740.4	O49339
AT2G30740.5	O49339
AT2G30740.6	O49339
AT2G30740.7	O49339
AT2G30740.8	O49339
AT2G30740.9	O49339
AT2G30920.1	O49354
AT2G30920.2	O49354
AT4G31970.1	O49394
AT4G31920.1	O49397
AT4G18880.1	O49403
AT4G20020.1	O49429-1
AT4G20020.2	O49429-2
AT4G20050.1	O49432
AT4G20050.2	O49432
AT4G20050.6	O49432
AT4G20050.7	O49432
AT4G20070.1	O49434
AT4G28390.1	O49447
AT4G28390.2	O49447
AT4G19540.1	O49472
AT4G34230.1	O49482-1
AT4G34210.1	O49484
AT4G34200.1	O49485
AT4G34050.1	O49499-1
AT4G34040.1	O49500
AT4G18510.1	O49519
AT4G18550.1	O49523
AT5G65720.1	O49543-1
AT5G65720.3	O49543-1
AT5G65700.1	O49545
AT5G65700.2	O49545
AT4G21210.1	O49562-1
AT4G21210.2	O49562-2
AT3G51880.1	O49595-1
AT3G51880.2	O49595-2
AT3G51880.3	O49595-1
AT3G51880.5	O49595-1
AT1G20693.1	O49596-1
AT1G20693.2	O49596-2
AT1G20693.3	O49596-3
AT4G35570.1	O49597
AT4G35570.2	O49597
AT5G64000.1	O49623
AT4G22220.1	O49627
AT4G22790.1	O49660
AT4G17870.1	O49686
AT4G17880.1	O49687
AT4G17970.1	O49696-1
AT4G21940.1	O49717-1
AT1G18570.1	O49782
AT1G14370.1	O49839
AT2G02800.1	O49840
AT2G02800.2	O49840
AT5G17920.1	O50008
AT5G17920.2	O50008
AT5G15850.1	O50055
AT1G07320.1	O50061-1
AT5G60890.1	O64399
AT4G03510.1	O64425
AT4G03510.2	O64425
AT4G03510.3	O64425
AT4G03510.4	O64425
AT2G19070.1	O64470
AT2G19080.1	O64471
AT2G19110.1	O64474
AT2G19110.2	O64474
AT2G19110.3	O64474
AT2G19190.1	O64483
AT1G04110.1	O64495
AT2G02810.1	O64503
AT1G79340.1	O64517
AT1G79230.1	O64530-1
AT1G79230.3	O64530-2
AT2G34690.1	O64587
AT2G18840.1	O64614
AT2G45490.1	O64629
AT2G45620.1	O64642
AT2G45640.1	O64644-1
AT2G45660.1	O64645
AT2G45680.1	O64647
AT2G34650.1	O64682
AT2G02540.1	O64722
AT2G02540.2	O64722
AT2G02480.1	O64728
AT2G02480.2	O64728
AT2G34790.1	O64743
AT2G34860.1	O64750
AT2G34860.2	O64750
AT2G34880.1	O64752
AT2G35000.1	O64763
AT2G35020.1	O64765
AT1G61380.1	O64782
AT2G23070.1	O64816
AT2G23080.1	O64817-1
AT2G23080.2	O64817-2
AT2G23770.1	O64825
AT2G23740.2	O64827-1
AT2G23740.3	O64827-1
AT2G23740.6	O64827-1
AT2G44450.1	O64879
AT2G44490.1	O64883
AT2G44500.1	O64884-1
AT2G44500.2	O64884-2
AT5G63310.1	O64903
AT1G12220.1	O64973
AT1G12220.2	O64973
AT3G50660.1	O64989
At3g51770	O65020
AT5G19180.1	O65041
AT5G65110.1	O65201-1
AT4G16760.1	O65202-1
AT4G00490.1	O65258
AT4G00630.1	O65272-1
AT5G20720.1	O65282
AT5G20720.2	O65282
AT5G20720.3	O65282
AT5G20720.4	O65282
AT1G02580.1	O65312
AT5G67360.1	O65351
AT1G78680.1	O65355-1
AT5G26980.1	O65359
AT5G26980.2	O65359
AT5G26980.3	O65359
AT1G12040.1	O65375
AT1G11910.1	O65390
AT1G11860.1	O65396
AT1G11860.2	O65396
AT1G11840.1	O65398-1
AT1G11840.2	O65398-1
AT1G11840.3	O65398-1
AT1G11840.4	O65398-1
AT1G11840.5	O65398-3
AT1G11840.6	O65398-2
AT4G20270.1	O65440-1
AT4G35350.1	O65493-1
AT4G35250.1	O65502
AT4G36160.1	O65508
AT4G36160.3	O65508
AT4G36260.1	O65517
AT4G30960.1	O65554
AT4G30160.1	O65570-1
AT4G30160.2	O65570-2
AT4G30160.3	O65570-1
AT4G30160.4	O65570-1
AT3G63520.1	O65572
AT4G26510.1	O65583
AT4G26510.2	O65583
AT4G26510.3	O65583
AT4G26510.4	O65583
AT4G36020.1	O65639
AT4G36020.3	O65639
AT4G39730.1	O65660
AT4G34590.1	O65683
AT4G34620.1	O65686
AT5G53130.1	O65717
AT5G15410.1	O65718-1
AT3G09440.1	O65719
AT3G09440.2	O65719
AT3G09440.3	O65719
AT3G09440.4	O65719
AT4G31500.1	O65782
AT1G06080.1	O65797
AT2G19570.1	O65896
AT2G28190.1	O78310
AT4G17500.1	O80337
AT1G50640.1	O80339-1
AT3G15210.1	O80340
AT4G28980.1	O80345
AT4G28980.2	O80345
AT4G28980.3	O80345
AT1G52500.1	O80358-2
AT1G52500.2	O80358-1
AT1G52500.3	O80358-2
AT3G57040.1	O80366
AT3G57040.2	O80366
AT5G40440.1	O80396
AT5G40440.4	O80396
AT1G51660.1	O80397
AT2G38080.1	O80434
AT2G38130.1	O80438
AT2G38130.2	O80438
AT2G38230.1	O80448
AT2G38240.1	O80449
AT2G38250.1	O80450
AT2G38280.1	O80452
AT2G38280.2	O80452
AT2G23440.1	O80460
AT2G23460.1	O80462
AT2G23510.1	O80467
AT2G23560.1	O80472
AT2G23600.1	O80476
AT2G44610.1	O80501
AT2G44680.1	O80507-1
AT2G44680.2	O80507-2
AT1G09450.1	O80528
AT1G09530.1	O80536
AT1G09530.2	O80536
AT1G09530.3	O80536
AT1G09530.4	O80536
AT1G09530.5	O80536
AT1G09530.6	O80536
AT1G22730.1	O80548
AT2G43900.1	O80560-1
AT2G43920.1	O80562-1
AT2G43920.2	O80562-2
AT2G43920.3	O80562-3
AT2G43920.4	O80562-3
AT2G43920.5	O80562-3
AT2G43920.6	O80562-3
AT2G43950.1	O80565-1
AT2G43950.2	O80565-2
AT2G43980.1	O80568
AT2G44050.1	O80575
AT2G44190.1	O80588
AT2G02860.1	O80605-1
AT2G02970.1	O80612
AT2G39450.1	O80632
AT2G39550.1	O80642
AT1G77180.1	O80653-1
AT1G77180.2	O80653-1
AT1G77180.3	O80653-2
AT2G41140.1	O80673
AT2G47030.1	O80722
AT2G47000.1	O80725
AT2G47000.5	O80725
AT2G47000.6	O80725
AT2G34260.1	O80775-1
AT2G34260.2	O80775-2
AT2G07690.1	O80786-1
AT1G65260.1	O80796
AT1G65290.1	O80800
AT1G65310.1	O80803
AT1G65380.1	O80809
AT1G65450.1	O80816-1
AT1G65450.2	O80816-2
AT1G65450.3	O80816-3
AT2G45970.1	O80823
AT2G45820.1	O80837
AT2G45790.1	O80840
AT2G45770.1	O80842
AT2G45740.1	O80845
AT2G45740.2	O80845
AT2G45740.3	O80845
AT2G30860.1	O80852-1
AT2G30860.2	O80852-2
AT2G30950.1	O80860
AT2G30950.2	O80860
AT2G30950.3	O80860
AT2G30020.1	O80871
AT2G29970.1	O80875
AT2G32460.1	O80883-1
AT2G32460.2	O80883-2
AT2G32480.1	O80885-1
AT2G32510.1	O80888
AT2G38490.1	O80902
AT2G38310.1	O80920
AT2G37590.1	O80928
AT2G37630.1	O80931
AT2G37710.1	O80939
AT2G37760.1	O80944-1
AT2G37760.2	O80944-1
AT2G37760.3	O80944-3
AT2G37760.4	O80944-3
AT2G37760.5	O80944-2
AT2G39290.1	O80952
AT2G39180.1	O80963
AT2G14740.1	O80977
AT2G14740.2	O80977
AT2G26150.1	O80982-1
AT2G26150.4	O80982-1
AT2G26140.1	O80983
AT2G26080.1	O80988
AT2G26040.1	O80992
AT2G26000.2	O80996
AT2G26000.3	O80996
AT2G22840.1	O81001
AT2G03290.1	O81045
AT2G03120.1	O81062
AT2G28990.1	O81069
AT2G28990.2	O81069
AT2G29090.1	O81077
AT2G29090.2	O81077
AT4G37640.1	O81108
AT4G31580.1	O81126
AT4G31580.2	O81126
AT1G23860.1	O81127-1
AT1G23860.2	O81127-1
AT1G23860.3	O81127-3
AT1G23860.4	O81127-2
AT3G22110.1	O81148
AT1G53850.1	O81149
AT1G53850.2	O81149
AT5G02120.1	O81208
AT5G51060.1	O81210
AT5G24270.1	O81223
AT5G24270.2	O81223
AT5G24270.4	O81223
AT3G10920.1	O81235-1
AT1G48380.1	O81242-1
AT1G48380.2	O81242-2
AT4G26740.1	O81270
AT4G02510.1	O81283
AT4G02510.2	O81283
AT4G02510.3	O81283
AT4G02510.4	O81283
AT4G02420.1	O81291
AT4G00120.1	O81313
AT4G39950.1	O81346
AT4G02270.1	O81417
AT4G04020.1	O81439
AT4G17615.1	O81445-1
AT4G17615.4	O81445-1
AT4G17615.5	O81445-1
AT4G08480.1	O81472
AT3G57410.1	O81645
AT3G57410.2	O81645
AT3G57410.3	O81645
AT3G57410.4	O81645
AT3G57410.5	O81645
AT3G57410.7	O81645
AT3G57410.8	O81645
AT3G57410.9	O81645
AT4G31780.2	O81770-1
AT4G31730.1	O81775
AT4G35540.1	O81787
AT5G16820.1	O81821
AT5G16820.2	O81821
AT4G27300.1	O81833
AT4G27330.1	O81836
AT3G54110.1	O81845
AT4G19700.1	O81851
AT4G19710.1	O81852-2
AT4G19710.2	O81852-1
AT4G19810.1	O81862-1
AT4G19810.2	O81862-1
AT4G33770.1	O81893-1
AT4G21380.1	O81905
AT5G05410.1	O82132-1
AT2G35320.1	O82162
AT2G35270.1	O82166
AT2G35210.1	O82171-1
AT2G35210.2	O82171-2
AT2G35160.1	O82175
AT2G35160.2	O82175
AT2G35160.3	O82175
AT2G35160.4	O82175
AT2G19730.1	O82204
AT2G19730.2	O82204
AT2G19730.3	O82204
AT2G23980.1	O82226
AT2G23980.10	O82226
AT2G23980.4	O82226
AT2G23980.5	O82226
AT2G23980.9	O82226
AT2G24020.1	O82230-1
AT2G24020.2	O82230-2
AT2G24060.1	O82234
AT2G47700.1	O82239-1
AT2G47700.2	O82239-2
AT2G47760.2	O82244-2
AT2G47760.3	O82244-3
AT2G47760.5	O82244-1
AT2G47770.1	O82245
AT2G47940.1	O82261-1
AT2G47980.1	O82265
AT2G47990.1	O82266
AT2G31160.1	O82268
AT2G31070.1	O82277
AT2G35510.1	O82289
AT2G35510.3	O82289
AT2G35350.1	O82302
AT2G25850.1	O82312-3
AT2G25850.2	O82312-1
AT2G25850.3	O82312-4
AT2G25850.4	O82312-2
AT2G25790.1	O82318
AT2G14920.1	O82330
AT2G46310.1	O82339
AT2G46240.1	O82345
AT2G29750.1	O82381
AT2G29650.1	O82390-1
AT2G29650.2	O82390-2
AT2G29650.3	O82390-3
AT2G29630.1	O82392
AT2G29630.2	O82392
AT2G29630.3	O82392
AT2G22780.1	O82399
AT5G62880.1	O82481
AT4G10760.1	O82486
AT4G11140.1	O82503
AT4G11130.1	O82504
AT2G36250.1	O82533
AT2G36250.2	O82533
AT2G36250.3	O82533
AT5G23660.1	O82587
AT4G33050.1	O82645-2
AT4G33050.3	O82645-1
AT1G71860.1	O82656-1
AT1G71860.3	O82656-1
AT5G23120.1	O82660
AT5G66760.1	O82663
AT5G20410.1	O82730
AT5G43380.1	O82733-1
AT5G43380.2	O82733-2
AT5G43380.3	O82733-3
AT5G27840.1	O82734-2
AT5G27840.2	O82734-1
AT5G27840.3	O82734-1
AT4G22920.1	O82741
AT4G22920.2	O82741
AT4G24540.1	O82794
AT1G18640.2	O82796
AT1G10470.1	O82798
AT2G25930.1	O82804-1
AT1G08090.1	O82811
AT1G29930.1	P04778
AT1G77120.1	P06525
AT1G18390.1	P0C5E2-2
AT1G19270.1	P0C7Q8
AT1G19270.2	P0C7Q8
AT1G47580.1	P0C7R1
AT1G47578.1	P0C7R2
AT1G05830.1	P0CB22
AT1G05830.2	P0CB22
AT1G05830.3	P0CB22
AT1G05830.4	P0CB22
AT2G37620.1	P0CJ46
AT2G37620.2	P0CJ46
AT2G37620.3	P0CJ46
AT2G37620.4	P0CJ46
AT3G53750.1	P0CJ46
AT3G53750.2	P0CJ46
AT1G29910.1	P0CJ48
AT1G29920.1	P0CJ48
AT1G06290.1	P0CZ23
AT1G23490.1	P0DH91
AT1G70490.1	P0DH91
AT1G70490.2	P0DH91
AT1G70490.3	P0DH91
AT1G70490.4	P0DH91
AT1G70490.5	P0DH91
AT1G70490.6	P0DH91
AT1G70490.7	P0DH91
AT1G05240.1	P0DI10
AT1G05250.1	P0DI10
AT5G50600.1	P0DKC5
AT5G50700.1	P0DKC5
AT5G45260.1	P0DKH5-1
AT5G45260.2	P0DKH5-2
AT5G45260.3	P0DKH5-2
AT1G53885.1	P0DO11
AT1G53903.1	P0DO11
AT1G67090.1	P10795-1
AT2G39730.1	P10896-1
AT2G39730.2	P10896-2
AT1G37130.1	P11035
AT1G64740.1	P11139
AT1G76030.1	P11574
AT1G77760.1	P11832
AT1G75780.1	P12411
AT5G13930.1	P13114-1
AT5G54810.1	P14671
AT1G09570.1	P14712-1
AT1G09570.2	P14712-2
AT1G09570.4	P14712-1
AT1G09570.5	P14712-1
AT1G09570.6	P14712-1
AT2G18790.1	P14713
AT1G76490.1	P14891-2
AT5G44120.2	P15455-2
AT5G44120.3	P15455-1
AT1G03880.1	P15456
AT4G18480.1	P16127
AT1G79850.1	P16180
AT4G01850.1	P17562
AT4G01850.2	P17562
AT3G48560.1	P17597
AT4G20360.1	P17745
AT4G20360.2	P17745
At4g18960	P17839
AT2G26300.1	P18064
AT2G26300.2	P18064
AT4G35800.1	P18616
AT4G35800.2	P18616
AT3G12500.1	P19171
AT5G24090.1	P19172
ATCG00480.1	P19366
AT4G30190.1	P19456-1
AT2G44350.1	P20115-2
AT2G44350.2	P20115-1
AT2G44350.3	P20115-1
AT2G44350.4	P20115-2
AT5G57350.1	P20431
AT5G57350.2	P20431
AT5G57350.4	P20431
AT2G18960.1	P20649
AT4G27440.1	P21218
AT4G27440.2	P21218
AT2G28000.1	P21238
AT1G55490.1	P21240
AT1G55490.2	P21240
AT1G55490.3	P21240
AT1G55490.4	P21240
AT1G55490.5	P21240
AT4G25100.1	P21276-1
AT4G25100.2	P21276-1
AT4G25100.3	P21276-1
AT4G25100.5	P21276-1
AT5G02500.1	P22953-1
AT5G02490.1	P22954
AT5G66570.1	P23321
AT1G02500.1	P23686
AT1G02500.2	P23686
AT3G48750.1	P24100
AT3G49110.1	P24101
AT2G38380.1	P24102
AT5G44340.1	P24636
AT1G08830.1	P24704
AT1G08830.2	P24704
AT4G30270.1	P24806
AT5G37770.1	P25070
AT5G37770.2	P25070
AT2G41100.1	P25071-1
AT2G41100.4	P25071-1
AT2G36530.1	P25696
AT1G32060.1	P25697
AT2G36830.1	P25818
AT4G35090.1	P25819-1
AT3G54050.1	P25851
AT3G54050.2	P25851
AT4G15210.1	P25853-1
AT4G15210.2	P25853-2
AT2G35370.1	P25855
AT3G26650.1	P25856
AT1G42970.1	P25857
AT3G04120.1	P25858
AT3G54180.1	P25859
AT1G14400.1	P25865
AT1G14400.2	P25865
AT3G01500.1	P27140-3
AT3G01500.2	P27140-1
AT3G01500.3	P27140-2
AT5G52640.1	P27323
AT4G35600.1	P27450-1
AT3G47470.1	P27521
AT3G27920.1	P27900
AT1G06400.1	P28185
AT2G43130.1	P28187
AT1G02130.1	P28188
AT3G23990.1	P29197
AT5G15800.1	P29382-1
AT2G03710.1	P29383-1
AT2G03710.2	P29383-3
AT2G03710.3	P29383-2
AT2G42830.1	P29385-1
AT2G42830.2	P29385-2
AT3G51030.1	P29448
AT4G14960.2	P29511-1
AT1G20010.1	P29513
AT2G29550.1	P29515
AT4G20890.1	P29517
AT5G55300.1	P30181-1
AT3G23890.1	P30182-1
AT2G24200.1	P30184-1
AT2G24200.2	P30184-1
AT3G51260.1	P30186-1
AT2G37180.1	P30302
AT2G29400.1	P30366
AT1G27450.1	P31166-1
AT1G27450.2	P31166-2
AT1G27450.4	P31166-2
AT3G08580.1	P31167
AT3G08580.2	P31167
AT1G20440.1	P31168
AT4G27670.1	P31170
AT3G16640.1	P31265
AT1G15690.1	P31414-1
AT5G45130.1	P31582
AT5G05730.1	P32068-1
AT5G23300.1	P32746
AT3G44310.1	P32961-1
AT3G44310.3	P32961-1
AT5G43700.1	P33077
AT1G15580.1	P33078
AT3G57260.1	P33157
AT1G24360.1	P33207
AT4G02980.1	P33487
AT5G42790.1	P34066
AT4G38740.1	P34790
AT3G62030.1	P34791-1
AT5G42740.1	P34795
AT5G42740.2	P34795
AT4G36810.1	P34802
AT5G49160.1	P34881
AT5G41700.1	P35131-1
AT5G41700.2	P35131-1
AT5G41700.3	P35131-3
AT5G41700.4	P35131-2
AT5G41700.5	P35131-1
AT4G27960.1	P35132-1
AT5G53300.1	P35133-1
AT5G53300.2	P35133-1
AT5G53300.4	P35133-1
AT2G37040.1	P35510
AT1G69120.1	P35631
AT3G54340.1	P35632
AT2G47170.1	P36397
AT2G47170.2	P36397
AT2G47170.3	P36397
AT1G50200.1	P36428-1
AT5G03940.1	P37107
AT5G26000.1	P37702-1
AT5G26000.2	P37702-2
AT3G45140.1	P38418
AT4G21710.1	P38420
AT3G61650.1	P38557
AT5G05620.1	P38558
AT2G07050.1	P38605
AT3G53020.1	P38666
AT4G09320.1	P39207
AT5G47080.1	P40228-1
AT5G59910.1	P40283
AT2G24765.1	P40940-1
AT2G24765.2	P40940-2
AT5G13490.1	P40941
AT5G13490.2	P40941
AT3G55120.1	P41088
AT4G17750.1	P41151
AT5G20010.1	P41916
AT5G26030.1	P42043
AT5G26030.2	P42043
AT4G26100.1	P42158
AT1G60490.1	P42339
AT5G38480.1	P42644-1
AT5G38480.2	P42644-2
AT5G38480.3	P42644-2
AT5G42080.1	P42697-1
AT5G42080.2	P42697-2
AT5G42080.4	P42697-1
AT1G20340.1	P42699
AT1G74310.1	P42730
AT4G34110.1	P42731
AT3G16770.1	P42736
AT5G14740.1	P42737-1
AT5G14740.2	P42737-2
AT5G14740.6	P42737-2
AT5G14740.7	P42737-2
AT5G14740.8	P42737-2
AT5G14740.9	P42737-2
AT3G29200.1	P42738
AT3G60820.1	P42742-1
AT3G60820.3	P42742-1
AT1G05180.1	P42744-1
AT4G34160.1	P42753
AT1G20450.1	P42759-1
AT1G02930.1	P42760
AT1G02930.2	P42760
AT2G30870.1	P42761
AT5G51070.1	P42762
AT1G76180.1	P42763
AT1G76180.2	P42763
AT4G36730.1	P42774-1
AT4G36730.2	P42774-2
AT4G01120.1	P42775
AT5G63570.1	P42799
AT4G39800.1	P42801
AT1G58290.1	P42804
AT2G39780.1	P42814-1
AT3G08730.1	P42818
AT3G08730.2	P42818
AT5G22060.1	P42825
AT3G04720.1	P43082
AT2G32950.1	P43254
AT4G14110.1	P43255
AT2G17370.1	P43256
AT5G06950.1	P43273
AT5G06950.2	P43273
AT5G06950.3	P43273
AT5G06950.4	P43273
AT5G06950.5	P43273
AT3G53420.1	P43286
AT3G53420.2	P43286
AT2G37170.1	P43287
AT5G26751.1	P43288
AT3G05840.1	P43289
AT3G05840.2	P43289
AT1G10940.1	P43291-1
AT5G08590.1	P43292
AT4G39090.1	P43296
AT1G47128.1	P43297
AT1G66150.1	P43298
AT4G02060.1	P43299
AT4G02060.2	P43299
AT3G61140.1	P45432
AT2G41460.1	P45951-1
AT5G22300.1	P46011
AT5G19280.1	P46014-1
AT2G02040.1	P46032
AT4G31990.1	P46248-1
AT4G31990.2	P46248-1
AT3G55800.1	P46283
AT4G23100.1	P46309-1
AT4G23100.3	P46309-1
AT3G11170.1	P46310
AT4G30950.1	P46312
AT3G12120.1	P46313
AT3G12120.2	P46313
AT2G29450.1	P46421
AT4G02520.1	P46422
AT2G28930.2	P46573-1
AT4G17460.1	P46600
AT5G47370.1	P46601
AT1G79840.1	P46607-1
AT4G08900.1	P46637
AT4G08150.1	P46639
AT1G70510.1	P46640
AT2G30970.1	P46643
AT2G30970.2	P46643
AT5G11520.1	P46644
AT5G19550.1	P46645
AT5G65310.1	P46667-1
AT2G22430.1	P46668
AT5G15230.1	P46690-1
AT2G46680.1	P46897-1
AT4G28490.1	P47735
AT5G64300.1	P47924
AT4G36920.1	P47927
AT4G36920.2	P47927
AT4G14880.1	P47998
AT4G14880.2	P47998
AT4G14880.3	P47998
AT4G14880.4	P47998
AT4G14880.5	P47998
AT2G43750.1	P47999
AT2G43750.2	P47999
AT5G25220.1	P48000-1
AT5G20240.1	P48007
AT5G10450.1	P48349-1
AT5G10450.4	P48349-2
AT4G13770.1	P48421
AT5G59160.1	P48482
AT5G59160.2	P48482
AT5G59160.3	P48482
AT1G64040.1	P48483
AT2G39840.1	P48484
AT4G11240.1	P48486
AT3G55440.1	P48491
AT2G41630.1	P48512
AT3G19450.1	P48523
AT3G58500.1	P48578
AT5G05580.1	P48622-1
AT4G32980.1	P48731
AT4G32980.2	P48731
AT5G20830.1	P49040
AT5G20830.2	P49040
AT5G20830.3	P49040
AT3G47340.1	P49078-1
AT4G34460.1	P49177-1
AT5G39740.1	P49227
AT5G39740.2	P49227
AT1G09940.1	P49294
AT1G66340.1	P49333
AT4G26080.1	P49597
AT3G11410.1	P49598
AT4G27800.1	P49599-1
AT4G27800.2	P49599-2
AT4G27800.3	P49599-3
AT4G14560.1	P49677
AT3G23030.1	P49678
AT2G41840.1	P49688
AT1G56190.1	P50318-1
AT3G23580.1	P50651
AT5G56010.1	P51818
AT2G03760.1	P52839
AT5G09810.1	P53492
AT2G44620.1	P53665
AT3G57050.1	P53780-1
AT3G57050.2	P53780-2
AT4G34640.1	P53799
AT4G13510.1	P54144
AT4G25130.1	P54150
AT3G09840.1	P54609
AT2G39800.1	P54887-1
AT2G39800.4	P54887-1
AT3G55610.1	P54888-1
AT3G02875.1	P54968
AT5G56660.1	P54970
AT4G38630.1	P55034
AT3G01120.1	P55217
AT5G48300.1	P55228
AT5G19220.1	P55229
AT1G27680.1	P55230
AT5G56030.1	P55737-1
AT4G01690.1	P55826-1
AT4G01690.2	P55826-2
AT4G26840.1	P55852
ATCG00120.1	P56757
ATCG00270.1	P56761
AtCg00500	P56765
ATCG00350.1	P56766
ATCG00280.1	P56778
ATCG00710.1	P56780
AT5G49510.1	P57741
AT5G49510.2	P57741
AT5G23290.1	P57742
AT5G17310.2	P57751-1
AT1G31812.1	P57752
AT5G25370.1	P58766
AT5G25370.2	P58766
AT5G25370.3	P58766
AT4G40030.1	P59169-1
AT4G40030.3	P59169-1
AT4G40030.4	P59169-1
AT4G40040.1	P59169-1
AT4G40040.2	P59169-1
AT4G40040.3	P59169-1
AT5G10980.1	P59169-1
AT3G43810.1	P59220
AT1G09200.1	P59226
AT3G27360.1	P59226
AT5G10390.1	P59226
AT5G10400.1	P59226
AT5G65360.1	P59226
AT1G07660.1	P59259-1
AT1G07820.1	P59259-1
AT1G07820.2	P59259-1
AT2G28740.1	P59259-1
AT3G45930.1	P59259-1
AT3G46320.1	P59259-1
AT3G53730.1	P59259-1
AT5G59690.1	P59259-1
AT5G59970.1	P59259-1
AT5G59970.2	P59259-1
AT1G12280.1	P60838
AT3G61430.1	P61837
AT3G61430.2	P61837
AT2G25180.1	P62598
AT2G02500.1	P69834
AT2G02500.2	P69834
AT4G09010.1	P82281
AT3G55330.1	P82538
AT5G40930.1	P82805
AT1G27390.1	P82873
AT3G27080.1	P82874
AT5G08690.1	P83484
ATCG00020.1	P83755
AT5G20320.1	P84634-1
AT5G01810.1	P92937-1
AT5G01810.2	P92937-1
AT1G07810.1	P92939
AT5G40890.1	P92941-1
AT1G63940.1	P92947-2
AT1G63940.2	P92947-1
AT1G09770.1	P92948
AT1G01580.1	P92949
AT3G29160.1	P92958-1
AT3G29160.2	P92958-1
AT3G29160.3	P92958-2
AT5G54600.1	P92959-1
AT4G32650.1	P92960-1
AT3G61860.1	P92964-1
AT4G25500.1	P92965-1
AT4G25500.3	P92965-2
AT4G25500.4	P92965-1
AT4G25500.6	P92965-2
AT5G52040.1	P92966-1
AT5G52040.2	P92966-2
AT5G52040.3	P92966-5
AT5G52040.4	P92966-4
AT5G52040.6	P92966-3
AT2G46830.1	P92973-1
AT2G46830.2	P92973-2
AT2G46830.3	P92973-2
AT3G51300.1	P92978
AT4G04610.1	P92979
AT4G21990.1	P92980-1
AT1G62180.1	P92981-1
AT3G30775.1	P92983
AT3G30775.2	P92983
AT1G70370.1	P92990
AT1G70370.2	P92990
AT2G30490.1	P92994
AT1G64280.1	P93002
AT5G03840.1	P93003
AT4G35100.1	P93004
AT4G35100.2	P93004
AT2G33700.1	P93006
AT2G33800.1	P93014
AT2G33810.1	P93015
AT5G20730.1	P93022-2
AT5G20730.2	P93022-1
AT1G19850.1	P93024
AT5G58140.1	P93025-1
AT5G58140.2	P93025-1
AT5G58140.5	P93025-1
AT5G58140.6	P93025-1
AT5G58140.7	P93025-1
AT3G52850.1	P93026
AT2G30110.1	P93028
AT4G28270.1	P93030
AT3G51160.1	P93031
AT2G47510.1	P93033
AT2G47510.2	P93033
AT2G47510.3	P93033
AT3G13870.1	P93042-1
AT3G13870.2	P93042-2
AT3G44990.1	P93046
AT1G20696.1	P93047-1
AT1G20696.2	P93047-3
AT5G46860.1	P93654
AT2G42010.1	P93733
AT3G22840.1	P93735
AT1G14610.1	P93736
AT2G42070.1	P93740
AT2G41980.1	P93748
AT2G41940.1	P93751
AT2G41870.1	P93758
AT2G41860.1	P93759-1
AT1G04410.1	P93819
AT1G04310.1	P93825
AT1G04310.2	P93825
AT1G04250.1	P93830
AT2G23380.1	P93831
AT1G80560.1	P93832
AT2G19860.1	P93834-1
AT1G06570.1	P93836-1
AT1G48605.1	P94063
AT4G20380.1	P94077-2
AT4G20380.2	P94077-1
AT4G20380.3	P94077-2
AT4G20380.4	P94077-2
AT4G20380.5	P94077-2
AT4G20380.6	P94077-2
AT4G20380.7	P94077-1
AT5G20850.1	P94102
AT5G44240.2	P98205-1
AT5G49190.1	Q00917
AT5G61850.1	Q00958
AT3G24650.1	Q01593-1
AT3G54890.1	Q01667-1
AT4G04640.1	Q01908
AT3G01470.1	Q02283
AT4G37980.1	Q02971-1
AT4G37980.2	Q02971-2
AT4G37990.1	Q02972
AT2G21660.1	Q03250-1
AT4G39260.1	Q03251-1
AT4G24770.1	Q04836-1
AT4G24770.2	Q04836-1
AT1G12110.1	Q05085
AT3G28730.1	Q05153-1
AT1G07890.1	Q05431-1
AT1G07890.2	Q05431-1
AT1G07890.3	Q05431-1
AT1G07890.4	Q05431-1
AT1G07890.5	Q05431-1
AT1G07890.7	Q05431-1
AT1G07890.8	Q05431-1
AT4G16780.1	Q05466
AT5G03730.1	Q05609
AT5G03730.2	Q05609
AT5G66055.1	Q05753-1
AT5G66055.2	Q05753-2
AT3G58610.1	Q05758
AT3G58610.2	Q05758
AT3G58610.3	Q05758
AT2G16370.1	Q05762
AT2G16370.3	Q05762
AT4G34570.1	Q05763
AT5G66815.1	Q058G9
AT5G22830.1	Q058N4
AT5G22830.2	Q058N4
AT3G27580.1	Q05999
AT3G27580.2	Q05999
AT1G55020.1	Q06327
AT1G01480.1	Q06402-1
AT1G01480.2	Q06402-2
AT1G07570.1	Q06548-1
AT1G07570.2	Q06548-1
AT1G07570.5	Q06548-1
AT5G52310.1	Q06738
AT5G04870.1	Q06850
AT2G20850.1	Q06BH3-1
AT1G10430.1	Q07098
